ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	pathway_name	compound_id	node_depth	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	logDT50_mean	logDT50_std
200	O=C(Cc1ccccc1)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	14	39.067294866428625	30.55	1.5918133404478185	1.8891043407751684	0.581505587826014	1.58	0.58	0.17	O=C(Cc1ccccc1)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	O=C(Cc1ccccc1)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	O=C(Cc1ccccc1)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8b8d5cb9-b232-4cdc-9dbb-6b151b0223ce/structure/aa5e3230-6df6-4682-bf34-1574f4dc65fa	0	0.8763619138698535	0.28981928293174974			3.489459346462177	1.58	0.17
201	NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	149-F	6	9.222359511124022	11.1	0.9648420481213047	0.4593924877592309	0.17096054110778186	0.98	0.32	0.14	NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ad47ef8f-a6f2-4f1e-ada0-fcee47d967c5/structure/823bc49d-45a6-4eed-8fdf-169d2757bcd6	2	0.7788880963698613	0.15312261054823387			3.552713678800501e-15	0.98	0.14
202	O=C(O)CC(=O)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	149F-11	3	2.5147395936313237	2.5	0.4004930196486963	0.26451316183821866	0.10800213453198698	0.41	0.37	0.24	O=C(O)CC(=O)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	O=C(O)CC(=O)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	O=C(O)CC(=O)NC(=NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6e7a87ee-0946-4c8a-94cc-c701a6f1cb9d/structure/47822a58-8148-499a-a5d5-b714ce6e65f1	1	0.7788880963698613	0.15312261054823387			0.0	0.41	0.24
203	NC(=O)c1c(C(F)(F)F)ccc(F)c1F	149-F6	3	1370.9899960663367	1418.0	3.1370342858113665	0.40058877515846625	0.1638670835597375	3.29	0.48	0.43	NC(=O)c1c(C(F)(F)F)ccc(F)c1F	NC(=O)c1c(C(F)(F)F)ccc(F)c1F	NC(=O)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/81bff819-a5a0-4122-8841-c8db8a615549/structure/205f962a-e50e-4793-a776-96f2b1e1741f	4	0.7788880963698613	0.15312261054823387			0.0	3.29	0.43
204	N=C(N)c1c(C(F)(F)F)ccc(F)c1F	149-F1	6	224.28730762813302	246.0	2.350804697644363	0.49041085715034916	0.2015266162970907	2.44	0.4	0.2	N=C(N)c1c(C(F)(F)F)ccc(F)c1F	N=C(N)c1c(C(F)(F)F)ccc(F)c1F	N=C(N)c1c(C(F)(F)F)ccc(F)c1F	Cyflufenamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5aa19faf-7bb8-4ac2-a718-77a22de00d31/structure/b6856b18-ec7e-4627-8abd-fe07cb429bcb	3	0.7788880963698613	0.1531226105482339			3.552713678800501e-15	2.44	0.2
205	COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1	Cyflumetofen	5	2.6205581094321024	2.29	0.4183937943862186	0.37880932148418095	0.13307690364075556	0.41	0.32	0.15	COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1	COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1	COCCOC(=O)C(C#N)(C(=O)c1ccccc1C(F)(F)F)c1ccc(C(C)(C)C)cc1	Cyflumetofen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/9dd7ef9d-e861-4b1c-a702-e8410a613974/structure/5ede96bf-b08e-4cfc-86ee-aabaa64f39ba	0	0.49959983987187195	0.12159276982147668			2.449489742783178	0.41	0.15
206	CC(C)(C)c1ccc(C(C#N)C(=O)c2ccccc2C(F)(F)F)cc1	SHL5 AB-1	3	0.08508641730230011	0.08	-1.0701397626118583	0.1962946451439681	0.08234230042027997	-1.26	0.47	0.42	CC(C)(C)c1ccc(C(C#N)C(=O)c2ccccc2C(F)(F)F)cc1	CC(C)(C)c1ccc(C(C#N)C(=O)c2ccccc2C(F)(F)F)cc1	CC(C)(C)c1ccc(C(C#N)C(=O)c2ccccc2C(F)(F)F)cc1	Cyflumetofen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/89964d55-2f92-4182-ade9-4dde42926303/structure/400ea3f5-eea0-4e56-b859-5b3402cf762c	1	0.9273618495495706	0.2862660719899219			0.0	-1.26	0.42
207	O=C(O)c1ccccc1C(F)(F)F	SHL2 B-1	3	15.631040267336688	16.7	1.1939878818790925	0.7605660755825308	0.31116360938984194	1.18	0.44	0.29	O=C(O)c1ccccc1C(F)(F)F	O=C(O)c1ccccc1C(F)(F)F	O=C(O)c1ccccc1C(F)(F)F	Cyflumetofen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6325b38c-54fe-482e-94f8-37ed3b090aad/structure/123d8603-2e6a-4783-b4b9-74842d82a79e	1	0.7363574011458173	0.1892933125776161			0.0	1.18	0.29
208	NC(=O)c1ccccc1C(F)(F)F	benzamide	3	12.825012127810075	12.7	1.1080577844691173	0.13758426213494435	0.056249030149178404	1.13	0.34	0.23	NC(=O)c1ccccc1C(F)(F)F	NC(=O)c1ccccc1C(F)(F)F	NC(=O)c1ccccc1C(F)(F)F	Cyflumetofen	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/36511f88-b2d4-40c0-a782-c6ce0929783a/structure/c50bee11-7fe2-4d58-84a4-935d8390d5d7	1	0.7363574011458173	0.1884610360056315			0.0	1.13	0.23
209	NC(=O)C(=O)O	IN-18474 oxamic acid	3	61.03772100334755	63.8	1.785598309774024	0.07918124604762466	0.03506700284092865	1.79	0.36	0.24	NC(=O)C(=O)O	NC(=O)C(=O)O	NC(=O)C(=O)O	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/39b30a97-8fc7-4a71-be89-c591d56a8f6a/structure/b1ed3ebd-bacd-4b6c-9fac-a3d8f4d5a6b3	3	0.8653836657164778	0.12319133815894419			0.0	1.79	0.24
210	CCN1C(=O)NC(=O)C1(C#N)NOC	IN-JX915	1	0.6	0.6	-0.2218487496163564	0.0	0.0	-0.1	0.48	0.6	CCN1C(=O)NC(=O)C1(C#N)NOC	CCN1C(=O)NC(=O)C1(C#N)NOC	CCN1C(=O)NC(=O)C1(C#N)NOC	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/15a304ad-ee49-4be8-b4f7-43930906bdda/structure/13da0988-a971-42b8-be4b-1636646d9987	1	0.0	0.0			0.0	-0.1	0.6
211	CCN1C(=O)NC(=O)C1(NOC)C(N)=O	IN-KQ960	1	7.599999999999998	7.6	0.8808135922807913	0.0	0.0	0.94	0.48	0.56	CCN1C(=O)NC(=O)C1(NOC)C(N)=O	CCN1C(=O)NC(=O)C1(NOC)C(N)=O	CCN1C(=O)NC(=O)C1(NOC)C(N)=O	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4a5e80aa-6f55-418e-94e5-3730ed547e6c/structure/150c229d-a66d-4b3a-8788-d2e92f9ee7c8	2	0.0	0.0			0.0	0.94	0.56
212	CCN1C(=N)C(=NOC)C(=O)NC1=O	IN-U3204	3	0.3634241185664279	0.4	-0.43958625420813763	0.4771212547196624	0.19699742849718635	-0.41	0.38	0.25	CCN1C(=N)C(=NOC)C(=O)NC1=O	CCN1C(=N)C(=NOC)C(=O)NC1=O	CCN1C(=N)C(=NOC)C(=O)NC1=O	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e9a996b7-bbe2-4588-b49a-f1ec4f0db7c4/structure/c42ec12d-d459-466b-a558-7246a581d61f	1	0.45460605656619507	0.04419820275933334			2.3570226039551585	-0.41	0.25
213	CCNC(=O)NC(=O)C(C#N)=NOC	Cymoxanil	10	0.7979664135881323	1.05	-0.0980153877223376	1.6334684555795866	0.512371444498258	-0.11	0.58	0.19	CCNC(=O)NC(=O)C(C#N)=NOC	CCNC(=O)NC(=O)C(C#N)=NOC	CCNC(=O)NC(=O)C(C#N)=NOC	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/61b32504-a401-434a-8fa7-ecfa9f48c8b3/structure/80c1afce-ba41-48b9-b72e-b80d3691981a	0	0.91700599779936	0.23182181309309927			4.1340053217188775	-0.11	0.19
214	CON=C(C#N)C(=O)O	IN-W3595	1	1.7	1.7	0.2304489213782739	0.0	0.0	0.28	0.48	0.59	CON=C(C#N)C(=O)O	CON=C(C#N)C(=O)O	CON=C(C#N)C(=O)O	Cymoxanil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e6b12b1d-85ee-4ff7-846c-2ed57b8e918f/structure/11aeb60f-5075-46e5-93ac-c0cef04f9ac9	1	0.0	0.0			0.0	0.28	0.59
215	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1	Cyproconazole	11	128.76083566110003	132.0	2.1097837866049614	0.8890514607927296	0.2413329523963642	2.11	0.31	0.1	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1	Cyproconazole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c9ebae7d-6a15-44ea-91a5-4df1190d2754/structure/e6981f0e-9125-4598-8314-245ba2f3a278	0	0.7513074004143412	0.1233143913137262			2.804954294643911	2.11	0.1
216	Cc1cc(C2CC2)nc(Nc2cccc(O)c2)n1	CGA 275535	3	0.5646216173286172	0.5	-0.24824249829889794	0.3521825181113625	0.14854409317184025	-0.22	0.36	0.24	Cc1cc(C2CC2)nc(Nc2cccc(O)c2)n1	Cc1cc(C2CC2)nc(Nc2cccc(O)c2)n1	Cc1cc(C2CC2)nc(Nc2cccc(O)c2)n1	Cyprodinil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dca455d5-c451-43c1-9959-63e0f0dee52b/structure/bb56443b-bf66-498a-90c0-c63ebedfb37e	1	0.7788880963698617	0.13442551235354291			0.0	-0.22	0.24
217	Cc1cc(C2CC2)nc(Nc2ccccc2)n1	Cyprodinil (CGA 219417)	12	40.64741884298497	42.0	1.609032972615459	0.9391350911765828	0.2363746590586826	1.61	0.31	0.09	Cc1cc(C2CC2)nc(Nc2ccccc2)n1	Cc1cc(C2CC2)nc(Nc2ccccc2)n1	Cc1cc(C2CC2)nc(Nc2ccccc2)n1	Cyprodinil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/5b60c075-deb1-4d1d-aad6-0437ff403d38/structure/0741babc-9dc3-4770-a4a9-394bb3c07e2b	0	0.9031964840990518	0.1603042204915951			3.5382336302486053	1.61	0.09
218	Nc1nc(N)nc(NC2CC2)n1	Cyromazine	12	17.35019383524878	31.1	1.2393043310639937	1.316824262847213	0.5082922354559425	1.25	0.52	0.16	Nc1nc(N)nc(NC2CC2)n1	Nc1nc(N)nc(NC2CC2)n1	Nc1nc(N)nc(NC2CC2)n1	Cyromazine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/f270db80-9d1e-48e5-8cd1-8c31b79e6685/structure/73b85bd1-a2c4-4def-8020-bb4585eece1c	0	0.7474493665497051	0.1734379957773049			4.14578098794425	1.25	0.16
219	Nc1nc(N)nc(N)n1	Melamine	9	192.0234235472222	174.0	2.2833542083745493	0.9176487071628685	0.26246226727937455	2.28	0.34	0.13	Nc1nc(N)nc(N)n1	Nc1nc(N)nc(N)n1	Nc1nc(N)nc(N)n1	Cyromazine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/a72835dc-dc81-4167-b562-0f386a706094/structure/88f386e6-5138-4f3f-b063-1ccc0947a472	1	0.6040501164720329	0.08349218104549198			4.581228472908512	2.28	0.13
220	CN1CN(C)C(=S)S1	TDL-S	7	1.2403829529688006	1.2	0.09355578894028353	1.8798601462734688	0.5534557817177492	0.12	0.57	0.24	CN1CN(C)C(=S)S1	CN1CN(C)C(=S)S1	CN1CN(C)C(=S)S1	Dazomet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6d8db1e6-23a1-4d24-891d-d6babf42abcc/structure/c2177655-5d26-480d-9685-bffac00ae2c7	1	0.5412268753602735	0.17095881601493587			3.4992710611188254	0.12	0.24
221	CN=C=S	MITC	13	5.3945664582468424	5.62	0.7319565477479839	1.5277760183940414	0.38281508768190753	0.74	0.41	0.12	CN=C=S	CN=C=S	CN=C=S	Dazomet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/040e9d3f-1c61-478b-a5dd-bdf3190a415b/structure/e19a91c0-855f-4c81-a016-339a1c13d111	1	1.2706518850644148	0.18910200340498448			3.608012122941099	0.74	0.12
222	C=O	Formaldehyde	3	1.8771974237027922	2.5	0.27350994950783997	0.44013768846649254	0.20007069737113947	0.3	0.39	0.26	C=O	C=O	C=O	Dazomet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4103a49c-b6c5-4db6-aef3-65b68fd2f6da/structure/0d9cb7de-ac08-4e6a-836a-479bbe6aa2fc	1	1.1161342014092908	0.0			0.9428090415820634	0.3	0.26
223	O=CO	Formic acid	1	1.36	1.36	0.13353890837021754	0.0	0.0	0.19	0.48	0.55	O=CO	O=CO	O=CO	Dazomet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/34fe3cd9-9b0b-46b0-a1c5-8a66509f1919/structure/0b65c86f-aa81-47d7-a0ee-f00ca497f4f3	2	0.0	0.0			0.0	0.19	0.55
224	CN1CSC(=S)N(C)C1	Dazomet	9	0.04885572923610174	0.28	-1.3110844999139586	3.6368220975871743	1.328611056154792	-0.78	0.66	0.28	CN1CSC(=S)N(C)C1	CN1CSC(=S)N(C)C1	CN1CSC(=S)N(C)C1	Dazomet	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/48fcafd1-7b0c-4149-8d35-3f4cc1aab681/structure/08408d25-b367-40fd-a599-6c5f54e9fbdf	0	0.7418961359538206	0.21871848078448242			3.1426968052735447	-0.78	0.28
225	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	Diazinon	10	16.455704613924844	10.95	1.2163164830076543	1.4186694935307818	0.4846247065724278	1.21	0.5	0.17	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1	Diazinon	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/55f5204f-33f8-4e87-bb42-a0fd07e120e1/structure/13b835a1-67f6-45d4-bd49-43d9e2b1c998	0	0.9357350052231668	0.14522768949237347			4.58257569495584	1.21	0.17
226	Cc1cc(O)nc(C(C)C)n1	G 27550 (2-isopropyl-4-methyl-6-hydroxypyrimidine)	5	60.4275423576691	124.0	1.7812349314616394	0.8162412999917832	0.3921823905179592	1.76	0.45	0.23	Cc1cc(O)nc(C(C)C)n1	Cc1cc(O)nc(C(C)C)n1	Cc1cc(O)nc(C(C)C)n1	Diazinon	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/31fa73c7-e47c-4f44-87fe-12f86aac72a3/structure/6992d7f1-f90b-43f2-b0ce-ec5a39a3e8a2	1	0.9152048950918039	0.18278341976396661			0.0	1.76	0.23
227	O=C(O)c1c(Cl)ccc(Cl)c1O	DCSA	7	5.159433878781293	6.6	0.712602051082713	0.848732324669351	0.31464967384048625	0.73	0.38	0.15	O=C(O)c1c(Cl)ccc(Cl)c1O	O=C(O)c1c(Cl)ccc(Cl)c1O	O=C(O)c1c(Cl)ccc(Cl)c1O	Dicamba	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/48139d46-23c1-4425-b08b-b644e39297d8/structure/4e4e7f27-7dea-4493-9441-1d305ac63fb7	1	0.9100347604933137	0.20523197461332798			1.049781318335648	0.73	0.15
228	COc1c(Cl)ccc(Cl)c1C(=O)O	Dicamba	6	4.921329760888147	5.25	0.692082466545126	0.44069198909298746	0.15063107971574255	0.7	0.31	0.13	COc1c(Cl)ccc(Cl)c1C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	COc1c(Cl)ccc(Cl)c1C(=O)O	Dicamba	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/50a17ecb-90bf-4b4a-a155-e634270afe28/structure/b625491a-d327-4f83-b308-ec31ebf65214	0	0.9620579793107876	0.20523197461332798			1.118033988749895	0.7	0.13
229	N#Cc1c(Cl)cccc1Cl	Dichlobenil	3	34.3924973525451	35.01	1.536463712520212	0.06885370552251646	0.02863569212967456	1.54	0.35	0.24	N#Cc1c(Cl)cccc1Cl	N#Cc1c(Cl)cccc1Cl	N#Cc1c(Cl)cccc1Cl	Dichlobenil	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/fbcba4dd-14fe-4f8d-b06d-828ef7327b1c/structure/5550e2aa-d0bc-4c35-b4f5-5fec1aaeee5e	0	0.7586537784494026	0.232765693912735			0.0	1.54	0.24
230	CC(Oc1ccc(Cl)cc1Cl)C(=O)O	Dichlorprop-p	5	15.456774735851305	14.0	1.1891188776449675	0.7036398824695038	0.225686195385657	1.2	0.35	0.18	CC(Oc1ccc(Cl)cc1Cl)C(=O)O	CC(Oc1ccc(Cl)cc1Cl)C(=O)O	CC(Oc1ccc(Cl)cc1Cl)C(=O)O	Dichlorprop-p	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e456623e-5ee5-46de-9739-dfa3c4041541/structure/04e5198b-99ad-484c-a607-73e6d4b683f5	0	0.8059776671843952	0.093512536556016			5.023942674832188	1.2	0.18
231	COP(=O)(OC)OC=C(Cl)Cl	Dichlorvos	7	1.1144764686913242	1.0	0.04707090312096923	1.4327021149312495	0.41105701043443366	-0.62	0.86	0.62	COP(=O)(OC)OC=C(Cl)Cl	COP(=O)(OC)OC=C(Cl)Cl	COP(=O)(OC)OC=C(Cl)Cl	Dichlorvos	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/7b0171af-5c44-4789-8c2a-414cbb8d3ab6/structure/82cf00a1-fe5a-4ed5-9ddb-dc6249f846c3	0	0.561793774349591				0.9035079029052514	-0.62	0.62
232	CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O	Diclofop-acid	7	13.677881913799286	10.1	1.1360188499887105	1.147342846209919	0.42116359152767013	1.13	0.45	0.19	CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O	CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O	CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O	Diclofop-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e958e55d-e489-4420-8354-b1905c774cdc/structure/901ce829-3733-4980-8a70-f306b008bf77	1	0.7537660547584524	0.1851869036293057			0.0	1.13	0.19
233	Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Diclofop-phenol	4	0.17303362755772167	0.1646	-0.7618694873708479	0.3572657595451496	0.12977563151069957	-0.74	0.34	0.19	Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Diclofop-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/66bc1513-cf85-48f5-85b9-0832a797bfb7/structure/2e330445-64d7-40aa-b12c-2dc3b6d7b754	2	0.46368092477478545	0.14860042004102836			0.0	-0.74	0.19
234	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Diclofop-methyl	2	0.15716233645501712	0.16	-0.8036515233701671	0.16481024864599214	0.08240512432299607	-0.75	0.41	0.35	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1	Diclofop-methyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dcb79fce-f6e8-426f-8bbc-80e503358f5c/structure/0f591bc1-7ff0-4350-970d-de5d28cce5a7	0	0.2999999999999998	0.10621000259301905			0.0	-0.75	0.35
235	Nc1c(Cl)cc([N+](=O)[O-])cc1Cl	Dicloran	4	210.5915099531624	184.25	2.323440858517006	0.4423508113136623	0.16709456841882545	2.32	0.35	0.2	Nc1c(Cl)cc([N+](=O)[O-])cc1Cl	Nc1c(Cl)cc([N+](=O)[O-])cc1Cl	Nc1c(Cl)cc([N+](=O)[O-])cc1Cl	Dicloran	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/53ca3355-8746-4bae-9694-85c2aa36d6ae/structure/c581e498-d7bd-4475-8732-e972b13ff188	0	0.4330127018922193	0.16570106980139282			2.165063509461097	2.32	0.2
236	CCOc1cc(NC(=O)OC(C)C)c([N+](=O)[O-])cc1OCC	6-NO2-DFC	2	126.09520212918483	128.0	2.1006985621602254	0.15078539379091094	0.07539269689545547	2.08	0.41	0.35	CCOc1cc(NC(=O)OC(C)C)c([N+](=O)[O-])cc1OCC	CCOc1cc(NC(=O)OC(C)C)c([N+](=O)[O-])cc1OCC	CCOc1cc(NC(=O)OC(C)C)c([N+](=O)[O-])cc1OCC	Diethofencarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2dc5296c-6e38-413b-83c2-91ee0556c57c/structure/4478a78c-31ee-4d38-88f2-333efe219c90	1	0.6000000000000001	0.01039180296164599			0.0	2.08	0.35
237	CCOc1ccc(NC(=O)OC(C)C)cc1OCC	Diethofencarb	11	2.419460279422411	2.7	0.38371849663713486	1.6751670896633941	0.5413231629214467	0.39	0.56	0.18	CCOc1ccc(NC(=O)OC(C)C)cc1OCC	CCOc1ccc(NC(=O)OC(C)C)cc1OCC	CCOc1ccc(NC(=O)OC(C)C)cc1OCC	Diethofencarb	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/caf9a8b8-1444-4c17-97eb-4c9b26803907/structure/4d88582e-69dc-4df4-825e-5ddba5d6cb5b	0	0.7696731086733355	0.1879173581900183			2.405228464604173	0.39	0.18
238	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1	Difenoconazole	15	192.58200506594937	175.0	2.284615704046709	1.1263703655822777	0.3129489927832875	2.28	0.35	0.09	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1	CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1	Difenoconazole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2b60383b-d540-4bd5-9b7a-67fb2d4113e2/structure/ae2d823c-f259-48a2-bce7-df82cfa6814d	0	0.56975628317924	0.08229862212278088			4.422166387140534	2.28	0.09
239	OC(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	CGA 205375	3	105.47144020024173	93.0	2.023134876291594	0.26276549556869866	0.11402207774358923	2.03	0.36	0.25	OC(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	OC(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	OC(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1Cl	Difenoconazole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b4c58756-f57b-40a7-96ec-159428ff87a3/structure/13c8ebe3-99c6-43a5-a588-d0116d1ada74	1	0.7788880963698617	0.16290844140005717			0.0	2.03	0.25
240	NC(=O)Nc1ccc(Cl)cc1	CPU 4-chlorophenylurea	3	22.16844799473604	19.3	1.3457352893744936	0.30102999566398125	0.13005333921927859	1.35	0.37	0.25	NC(=O)Nc1ccc(Cl)cc1	NC(=O)Nc1ccc(Cl)cc1	NC(=O)Nc1ccc(Cl)cc1	Diflubenzuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e7497bde-c89f-49d6-a663-25fd253f7a54/structure/04c29f1b-b5af-4b7a-81b3-c6511fe30943	1	0.38586123009300766	0.23855669492971363			0.0	1.35	0.25
241	O=C(O)c1c(F)cccc1F	CGA 149776	6	8.388051090226181	9.0	0.9236610670169277	0.5440680443502757	0.1793103915313362	0.94	0.32	0.14	O=C(O)c1c(F)cccc1F	O=C(O)c1c(F)cccc1F	O=C(O)c1c(F)cccc1F	Diflubenzuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/648240b4-1dae-4e90-bce5-8b24ad10c52d/structure/b745eef3-9a66-46fe-9940-b9d83c6102d4	1	1.0573814617041268	0.24874546308133091			1.8856180831641267	0.94	0.14
242	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	Diflubenzuron	4	3.4272306497284695	3.1	0.5349433330652845	0.48365212187862017	0.18484503342038944	0.54	0.35	0.2	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1	Diflubenzuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4866d196-b863-4f88-9d72-15f05a12dec3/structure/19b11da7-4133-40d7-a0ca-6df0aa6c7fe5	0	0.7048936089935846	0.30383749197420534			1.7320508075688772	0.54	0.2
243	NC(=O)c1cccnc1Oc1cccc(C(F)(F)F)c1	AE 0542291	3	29.815243766183418	33.2	1.474438364440623	0.635099192877397	0.26137252346391415	1.48	0.41	0.27	NC(=O)c1cccnc1Oc1cccc(C(F)(F)F)c1	NC(=O)c1cccnc1Oc1cccc(C(F)(F)F)c1	NC(=O)c1cccnc1Oc1cccc(C(F)(F)F)c1	Diflufenican	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/6c6baa04-1b16-4491-84fb-9a5fe58fe4d3/structure/4fb39b58-52db-43cf-a57c-c523ed8fb093	1	0.5028143019268864	0.20277756561623275			0.0	1.48	0.27
