ID	SMILES	compound_name	DT50_count	DT50_gmean	DT50_log_median	DT50_log_gmean	DT50_log_spread	DT50_log_std	DT50_log_bayesian_mean	DT50_log_bayesian_std	DT50_log_bayesian_mean_std	canonical_SMILES	cropped_canonical_SMILES	cropped_canonical_SMILES_no_stereo	pathway_name	compound_id	node_depth	acidity_std	CEC_log_std	OC_log_std	biomass_log_std	temperature_std	logDT50_mean	logDT50_std
161	COc1nc(C)nc(N)n1	Triazine amine (IN-A4098)	59	113.64908159944193	108.1	2.055565930532559	2.1426675035687315	0.44084482765241817	2.07	0.48	0.06	COc1nc(C)nc(N)n1	COc1nc(C)nc(N)n1	COc1nc(C)nc(N)n1	Chlorsulfuron	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/16a66ffb-d8e6-43fe-92c9-0d5a25b94821/structure/929d2047-4bcb-41c8-bcd7-bb970abf3a83	1	0.9465004412678899	0.2024006744970253			0.08787445014790288	2.07	0.06
162	O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl	TPA Tetrachloroterephtalic acid	3	299.0667293264377	208.0	2.4757681011836548	1.1092409685882032	0.4663739390697939	2.52	0.63	0.47	O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl	O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl	O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl	Chlorthal-dimethyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/962d9dc4-9e84-4e26-94b3-372c87b0e93b/structure/76d12b98-4e29-4dce-b324-d464258fb622	2	1.114550233153366	0.1506518678832205			0.0	2.52	0.47
163	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl	Chlorthal-dimethyl	3	26.57685060773905	26.0	1.4245035151801524	0.30102999566398125	0.12307960198625535	1.41	0.37	0.25	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl	COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl	Chlorthal-dimethyl	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/984cd41b-4706-4e58-9842-42393d32ece5/structure/4843dd96-599e-43e4-baea-709c3df32d7a	0	1.0143416036468624				0.0	1.41	0.25
164	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1	Chromafenozide	6	181.56425148494577	174.0	2.2590303435730927	0.5429587347256852	0.18836112822542833	2.27	0.31	0.14	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1	Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1	Chromafenozide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/766f0c98-57fc-475d-b7ac-dde0cd138a48/structure/c491f478-abca-4bd9-a7a1-2c515b5a4de9	0	0.5965176722724428	0.11753925457449815			4.487637339278753	2.27	0.14
165	CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1	Clethodim	3	1.5326188647871062	1.2	0.1854341669224291	0.3187587626244128	0.15026432174290352	0.2	0.37	0.25	CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1	CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1	CCSC(C)CC1CC(=O)C(C(CC)=NOCC=CCl)=C(O)C1	Clethodim	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/2779b1a1-0f7e-4a50-8043-4370e50cd7cd/structure/d6106faf-b1c0-4cbd-9cf2-244037e44af0	0	0.18856180831641284	0.015756109438362115			0.0	0.2	0.25
166	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)(=O)CC)CC1=O	Clethodim sulfone	6	17.98426139114861	19.2	1.254892606161458	1.2653144433974468	0.4605468519450608	1.25	0.49	0.22	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)(=O)CC)CC1=O	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)(=O)CC)CC1=O	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)(=O)CC)CC1=O	Clethodim	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c0e80daf-9b85-45ec-be51-9ea7beb27a5f/structure/4a5c0476-5f11-405a-8579-10abeedc4014	2	0.764758494922126	0.23004565551938444			2.5	1.25	0.22
167	CCc1nc2c(o1)CC(CC(C)S(=O)CC)CC2=O	Clethodim oxazole sulfoxide	1	288.00000000000006	288.0	2.459392487759231	0.0	0.0	2.43	0.49	0.57	CCc1nc2c(o1)CC(CC(C)S(=O)CC)CC2=O	CCc1nc2c(o1)CC(CC(C)S(=O)CC)CC2=O	CCc1nc2c(o1)CC(CC(C)S(=O)CC)CC2=O	Clethodim	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/1df5f68b-d975-40a3-88f7-2be1a68b0e95/structure/fabd3f21-9481-4f1b-bbaa-e630560ec4f5	2	0.0	0.0			0.0	2.43	0.57
168	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)CC)CC1=O	Clethodim sulfoxide	6	6.103744081853297	10.25	0.7855963162035537	1.074633618296904	0.4808856335989362	0.8	0.51	0.23	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)CC)CC1=O	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)CC)CC1=O	CCC(=NOCC=CCl)C1=C(O)CC(CC(C)S(=O)CC)CC1=O	Clethodim	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/abce54d4-f755-4a3a-8e36-8e0db272b82a/structure/941ebf85-644a-4f48-b821-c2ef0b276b27	1	0.764758494922126	0.23004565551938444			2.5	0.8	0.23
169	CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O	Clethodim oxazole sulfone	3	31.95827896181606	24.0	1.504583383360608	0.5314789170422551	0.23412074097051094	1.5	0.39	0.27	CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O	CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O	CCc1nc2c(o1)CC(CC(C)S(=O)(=O)CC)CC2=O	Clethodim	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4260e529-0c4c-44c0-97ea-ae8809079c00/structure/deba7613-7dcb-44db-a0bc-9f5926e073fb	3	0.7363574011458174	0.18846103600563152			0.0	1.5	0.27
170	O=c1[nH]cc(Cl)cc1F	CGA 302371	3	9.975406230904259	9.4	0.9989305905991641	0.1346985738974562	0.05793825667610768	1.0	0.35	0.23	O=c1[nH]cc(Cl)cc1F	O=c1[nH]cc(Cl)cc1F	O=c1[nH]cc(Cl)cc1F	Clodinafop	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/bab3896a-c9c6-40fd-b3e4-3a68d52c462a/structure/c36547ff-55bb-4da9-8ced-56231d41b540	2	0.08524474568362957				0.0	1.0	0.23
171	C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1	Clodinafop	6	0.30717076619745354	0.39999999999999997	-0.5126201189896864	1.1760912590556813	0.49794878936601167	-0.7	0.8	0.41	C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1	C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1	C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1	Clodinafop	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/726eea1d-7717-4b33-8cd0-724730d2aad4/structure/42619bcb-d73a-43dd-8a9f-99ec84add631	0	0.48876260995383936	0.058380240028951744			2.886751345948129	-0.7	0.41
172	CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O	CGA 193469	6	9.43976640199841	11.0	0.9749612473088405	0.5650764250747923	0.20788854549372118	0.97	0.33	0.15	CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O	CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O	CC(Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)O	Clodinafop	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b178040c-2a58-41a7-9f9f-29615098eacd/structure/6bdbe057-606f-4f6a-8904-ce6c5c91f050	1	0.48876260995383936	0.058380240028951744			2.886751345948129	0.97	0.15
173	O=C(NN=Cc1ccccc1Cl)c1ccccc1Cl	AE C593600	1	43.0	43.0	1.6334684555795864	0.0	0.0	1.63	0.47	0.58	O=C(NN=Cc1ccccc1Cl)c1ccccc1Cl	O=C(NN=Cc1ccccc1Cl)c1ccccc1Cl	O=C(NN=Cc1ccccc1Cl)c1ccccc1Cl	Clofentezine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8ae9f0ae-aad7-438d-b727-a55232e0fdad/structure/4e232ce1-9645-47f0-8dfb-5a519bab404d	1	0.0				0.0	1.63	0.58
174	Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1	Clofentezine	7	72.55750882752946	104.1	1.8606823633432448	1.015239966556737	0.3392458321967417	1.86	0.4	0.16	Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1	Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1	Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1	Clofentezine	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/614eeccc-1028-4ce9-aa52-1271f23ffbfc/structure/9dd2f2b7-fe92-404b-afee-e51b93241702	0	0.5409741779646138				3.907084094622098	1.86	0.16
175	CC1(C)CON(Cc2ccccc2Cl)C1=O	Clomazone	6	39.07493729612367	30.314999999999998	1.5918982897758225	0.6152720751148897	0.23003688426701396	1.59	0.34	0.15	CC1(C)CON(Cc2ccccc2Cl)C1=O	CC1(C)CON(Cc2ccccc2Cl)C1=O	CC1(C)CON(Cc2ccccc2Cl)C1=O	Clomazone	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/273a941c-4616-4d11-88c7-581ea2695a0a/structure/8ac2a9b7-d493-4310-8fea-c7c0551b8828	0	0.8294911425419537	0.1165798991925707			4.775516260631467	1.59	0.15
176	O=C(O)c1nc(Cl)ccc1Cl	Clopyralid	18	39.26478080406438	39.0	1.5940031773428809	1.4873404199013485	0.4158387591273822	1.6	0.43	0.1	O=C(O)c1nc(Cl)ccc1Cl	O=C(O)c1nc(Cl)ccc1Cl	O=C(O)c1nc(Cl)ccc1Cl	Clopyralid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/653f41db-e7c7-4957-a043-c35144daca63/structure/6e5748bf-1822-4d3f-8bd9-77ed22d34c8e	0	0.688709654102744	0.36948074259065083			4.015786748555822	1.6	0.1
177	N#CN	Cyanamide	1	1.26	1.26	0.10037054511756291	0.0	0.0	0.18	0.47	0.58	N#CN	N#CN	N#CN	Cyanamide	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8afad709-fb0f-4905-be05-00944f9f185f/structure/00bc4e95-0e6e-4f9a-b4a3-97c322f761d3	0	0.0	0.0			0.0	0.18	0.58
178	Cc1cc(C(=O)O)cc(C(N)=O)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	IN-K5A79	5	49.7990780913496	46.0	1.6972213029294827	0.8385176947029356	0.3324593652059411	1.69	0.42	0.21	Cc1cc(C(=O)O)cc(C(N)=O)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cc1cc(C(=O)O)cc(C(N)=O)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cc1cc(C(=O)O)cc(C(N)=O)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4dfdda66-6741-414b-90f5-f12a7d54b92d/structure/c8b6adf6-44df-4f11-b2b0-e11d4f7624db	3	0.390517605236947	0.16705318230327054			2.0	1.69	0.21
179	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	IN-J9Z38	5	127.63522557507328	118.0	2.1059705502599475	0.41397561761302426	0.15272118195762932	2.11	0.33	0.16	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/366dbe41-90dd-41a6-882a-602bafa6043a/structure/975bda13-c839-4121-aa2d-43f0a21c4525	1	0.9439830506952971	0.17422002561668354			0.0	2.11	0.16
180	Cc1cc(C(N)=O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	IN-K5A77	5	86.5017916771012	78.6	1.9370251029263166	1.1549019599857429	0.4951362992216002	1.96	0.54	0.26	Cc1cc(C(N)=O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(N)=O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(N)=O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/462c8635-15b4-4f5c-a119-d07a1eea64b9/structure/b3f573ea-d8cd-432a-90f4-890a7199ff11	2	0.9439830506952971	0.1742200256166835			0.0	1.96	0.26
181	Cc1cc(C(=O)O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	IN-K5A78	5	328.1615717282153	308.0	2.516087723080533	1.0501246060340128	0.34920555474436255	2.55	0.49	0.25	Cc1cc(C(=O)O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(=O)O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(=O)O)cc2c(=O)n(C)c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/c1744bc4-6926-4f4f-8ca1-17352aa56f27/structure/1c0ea51e-edc3-4255-b709-564567b06d47	3	0.9439830506952971	0.1742200256166835			0.0	2.55	0.25
182	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)n[nH]3)nc12	IN-QKV54	5	240.54781182292686	184.3	2.381201410635587	1.3147096929551738	0.4511180617680813	2.4	0.55	0.3	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)n[nH]3)nc12	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)n[nH]3)nc12	Cc1cc(C#N)cc2c(=O)n(C)c(-c3cc(Br)n[nH]3)nc12	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/90527d31-9452-4573-a096-6edd0312f94b/structure/78536eaf-60de-4bc0-93c3-14ae71dbd9f6	3	0.9748846085563151	0.17636947766284486			0.0	2.4	0.3
183	CNC(=O)c1cc(C#N)cc(C)c1N1C(=O)C2CC(Br)=NN2c2ncccc21	IN-RNU71	5	73.57887505856306	43.0	1.8667531436528515	1.1564557880543649	0.4142963155968668	1.86	0.48	0.24	CNC(=O)c1cc(C#N)cc(C)c1N1C(=O)C2CC(Br)=NN2c2ncccc21	CNC(=O)c1cc(C#N)cc(C)c1N1C(=O)C2CC(Br)=NN2c2ncccc21	CNC(=O)c1cc(C#N)cc(C)c1N1C(=O)C2CC(Br)=NN2c2ncccc21	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/15a01294-3414-433d-b2b5-4b6200ae883c/structure/51791926-6b18-4e29-a0d1-001835ab350f	2	0.9748846085563152	0.17636947766284486			0.0	1.86	0.24
184	Cc1cc(C(=O)O)cc2c(=O)[nH]c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	IN-PLT97	5	833.7635277510849	711.0	2.921042893377364	0.6316518641210838	0.27179950190703106	2.94	0.42	0.25	Cc1cc(C(=O)O)cc2c(=O)[nH]c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(=O)O)cc2c(=O)[nH]c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cc1cc(C(=O)O)cc2c(=O)[nH]c(-c3cc(Br)nn3-c3ncccc3Cl)nc12	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/dc797884-aa9d-41a1-8caa-1fd5a1ad0119/structure/5c130a89-8901-44e0-91de-2b9c695f2390	4	0.6388927922586073	0.22931718825325365			0.0	2.94	0.25
185	CNC(=O)c1cc(C(N)=O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	IN-JCZ38	5	7.132120322785174	9.41	0.853218661351446	0.5228787452803374	0.20412180178214145	0.86	0.34	0.18	CNC(=O)c1cc(C(N)=O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C(N)=O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C(N)=O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/da315f42-4a66-4250-ba77-6b3a2e80354b/structure/de025e5c-c1fd-43d5-8c06-edbf714237fe	1	0.810249344337902	0.1858633767889159			0.0	0.86	0.18
186	CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cyantraniliprole	12	38.2279325562242	41.3	1.5823808111316986	1.1688079873165882	0.40066810929191604	1.58	0.43	0.13	CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C#N)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/ade34050-3924-4a31-987d-55aee4e80507/structure/36bf6a3b-37cc-4470-96e7-305870a5f44d	0	1.1005402713617023	0.20414775908086732			4.123105625617661	1.58	0.13
187	CNC(=O)c1cc(C(=O)O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	IN-JSE76	5	241.6428805558967	219.0	2.383174004189006	0.9953715958179288	0.33363052371895546	2.37	0.41	0.2	CNC(=O)c1cc(C(=O)O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C(=O)O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	CNC(=O)c1cc(C(=O)O)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl	Cyantraniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/39a44b27-9e0e-4777-b50d-bc07b927caf6/structure/ba54d193-ba8c-4476-b99b-a0e875706e98	2	0.810249344337902	0.1858633767889159			0.0	2.37	0.2
188	Cc1ccc(-c2[nH]c(C#N)nc2Cl)cc1	CCIM	14	4.454220543675206	3.93	0.6487717166337853	1.3196012352104332	0.44159858745951014	0.66	0.46	0.12	Cc1ccc(-c2[nH]c(C#N)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C#N)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C#N)nc2Cl)cc1	Cyazofamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e8c549c4-c92d-4232-989c-effb04a65df0/structure/9bb79691-72c6-4456-aec7-c02c57664ff2	1	0.6543418566056447	0.3808658247350214			0.0	0.66	0.12
189	Cc1ccc(-c2[nH]c(C(N)=O)nc2Cl)cc1	CCIM-AM	20	9.969239995442562	8.969999999999999	0.9986620511535341	1.4617463931527082	0.36151866644132924	1.0	0.38	0.09	Cc1ccc(-c2[nH]c(C(N)=O)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C(N)=O)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C(N)=O)nc2Cl)cc1	Cyazofamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/660f39e0-ac32-4b9f-8d46-c3a89f746d04/structure/b6f43e98-0c41-4050-a2b0-36036b43e596	2	0.6679071791798615	0.38094609137432095			0.0	1.0	0.09
190	Cc1ccc(-c2[nH]c(C(=O)O)nc2Cl)cc1	CTCA	15	118.96663570899891	194.0	2.0754251802232826	1.8977424060183579	0.6016623796447695	2.08	0.61	0.16	Cc1ccc(-c2[nH]c(C(=O)O)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C(=O)O)nc2Cl)cc1	Cc1ccc(-c2[nH]c(C(=O)O)nc2Cl)cc1	Cyazofamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/8afc84d9-816d-4954-8946-f82d96fb9370/structure/a469b9e1-622f-4d75-b3b5-7f155b7998bf	3	0.6868284599034413	0.3864661191561472			0.0	2.08	0.16
191	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	Cyazofamid	8	4.137433602327224	4.25	0.6167310372673332	0.1778319206319826	0.07854340102107361	0.62	0.28	0.1	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1	Cyazofamid	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/b7d547c8-009a-4091-b72c-67d1e688acc5/structure/2f2d971d-fefa-4990-9646-e68014afa155	0	0.6179603547154136	0.3794160840374842			0.0	0.62	0.1
192	CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1	Cyclaniliprole	18	840.3761468328084	638.0	2.924473716930126	0.5895742797799026	0.2280779884874983	2.96	0.32	0.09	CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1	CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1	CC(NC(=O)c1cc(Cl)cc(Br)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl)C1CC1	Cyclaniliprole	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/e48d73e0-4c79-4e04-873b-dd00ddc876b8/structure/4cd10ccc-ee13-40a4-a4dc-92bb0b92af96	0	1.0591167995371087	0.14117807820519734			7.453559924999299	2.96	0.09
193	CCCc1nc2c(o1)CC(C1CCCS(=O)C1)CC2=O	BH517-T2SO	5	9.26203981960077	7.1	0.9667066437919397	0.28862073768216123	0.14139470730139364	0.97	0.33	0.16	CCCc1nc2c(o1)CC(C1CCCS(=O)C1)CC2=O	CCCc1nc2c(o1)CC(C1CCCS(=O)C1)CC2=O	CCCc1nc2c(o1)CC(C1CCCS(=O)C1)CC2=O	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/80014152-38ab-4df1-8e4a-53e69d905957/structure/b15e8b49-aee3-49ac-951a-c7f946a9e374	2	0.41279534881100594	0.11810072328374627			0.0	0.97	0.16
194	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)(=O)C2)CC1=O	BH 517-TSO2 E/Z-isomer	13	9.79272153049715	10.5	0.990903404920874	0.679819650240793	0.1707416300627012	1.0	0.27	0.08	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)(=O)C2)CC1=O	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)(=O)C2)CC1=O	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)(=O)C2)CC1=O	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/24b3ba85-1eef-42e4-af21-4ce6aa0172e6/structure/56ae4cbb-3163-4579-9737-9ae9ae37aad4	2	0.7126913736554135	0.101577734728116			0.0	1.0	0.08
195	O=C(O)C1CCCS(=O)C1	Sulfoxide (structure not clearly stated)	1	0.7	0.7	-0.1549019599857432	0.0	0.0	-0.1	0.48	0.61	O=C(O)C1CCCS(=O)C1	O=C(O)C1CCCS(=O)C1	O=C(O)C1CCCS(=O)C1	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/768a98e0-56c7-4f8f-a1df-65b084c1f1d9/structure/a549d407-f955-4aff-a628-cc0050d11db8	-99	0.0				0.0	-0.1	0.61
196	O=C(O)C1CCCSC1	THTP	1	0.010000000000000004	0.01	-1.9999999999999998	0.0	0.0	-1.53	0.52	1.11	O=C(O)C1CCCSC1	O=C(O)C1CCCSC1	O=C(O)C1CCCSC1	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/80640035-be3d-4c9a-837a-8ab5ff1dd0a9/structure/8cc491b6-4226-44e0-8d0b-21824066ba67	-99	0.0				0.0	-1.53	1.11
197	CCCc1nc2c(o1)CC(C1CCCS(=O)(=O)C1)CC2=O	BH517-T2SO2	6	38.97900071036117	24.6	1.5908307010838374	0.7527131278806731	0.3326214183918951	1.59	0.4	0.18	CCCc1nc2c(o1)CC(C1CCCS(=O)(=O)C1)CC2=O	CCCc1nc2c(o1)CC(C1CCCS(=O)(=O)C1)CC2=O	CCCc1nc2c(o1)CC(C1CCCS(=O)(=O)C1)CC2=O	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/184b1e58-a460-4e5f-8d7f-715bab95349c/structure/b81b93c4-01b7-4582-8bb7-32747a20ac58	3	0.9201449161228175	0.0906310980688551			0.0	1.59	0.18
198	CCCC(CS(=O)(=O)O)C(=O)O	Sulfonic acid (structure not clearly stated)	1	0.8	0.8	-0.09691001300805639	0.0	0.0	0.01	0.49	0.59	CCCC(CS(=O)(=O)O)C(=O)O	CCCC(CS(=O)(=O)O)C(=O)O	CCCC(CS(=O)(=O)O)C(=O)O	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/4de79eab-0231-4d7a-b83a-4af894681b2b/structure/8ba542cd-c196-49ad-943b-f89e9a99cc91	-99	0.0				0.0	0.01	0.59
199	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)C2)CC1=O	BH 517-TSO E/Z-isomer	7	10.162856443796338	10.2	1.007015790962187	0.0471125446456413	0.01785965421681729	1.0	0.28	0.11	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)C2)CC1=O	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)C2)CC1=O	CCCC(=NOCC)C1=C(O)CC(C2CCCS(=O)C2)CC1=O	Cycloxydim 	https://envipath.org/package/5882df9c-dae1-4d80-a40e-db4724271456/compound/cf279ce8-c2d8-4930-9717-1c052f50a186/structure/503b90bf-36da-4494-adf2-6595ad546f4e	1	0.7085483867221283	0.101577734728116			0.0	1.0	0.11
